year;month;day;hour;NO2;NOx;O3;PM10;
2005;1;1;1;67.0000;107.000;4.00000;44.2000;
2005;1;1;2;67.0000;126.000;4.00000;44.2000;
2005;1;1;3;61.0000;101.000;4.00000;44.2000;
2005;1;1;4;55.0000;77.0000;6.00000;44.2000;
2005;1;1;5;57.0000;77.0000;6.00000;44.2000;
2005;1;1;6;61.0000;80.0000;6.00000;44.2000;
2005;1;1;7;71.0000;113.000;4.00000;44.2000;
2005;1;1;8;71.0000;111.000;2.00000;44.2000;
2005;1;1;9;75.0000;126.000;4.00000;44.2000;
2005;1;1;10;77.0000;149.000;4.00000;44.2000;
2005;1;1;11;55.0000;88.0000;12.0000;44.2000;
2005;1;1;12;50.0000;84.0000;14.0000;44.2000;
2005;1;1;13;46.0000;71.0000;22.0000;44.2000;
2005;1;1;14;46.0000;63.0000;26.0000;44.2000;
2005;1;1;15;48.0000;61.0000;28.0000;44.2000;
2005;1;1;16;48.0000;61.0000;28.0000;44.2000;
2005;1;1;17;57.0000;71.0000;20.0000;44.2000;
2005;1;1;18;71.0000;94.0000;8.00000;44.2000;
2005;1;1;19;80.0000;128.000;2.00000;44.2000;
2005;1;1;20;86.0000;184.000;4.00000;44.2000;
2005;1;1;21;98.0000;287.000;6.00000;44.2000;
2005;1;1;22;92.0000;262.000;6.00000;44.2000;
2005;1;1;23;86.0000;235.000;4.00000;44.2000;
2005;1;1;24;77.0000;155.000;4.00000;44.2000;
2005;1;2;1;67.0000;115.000;4.00000;29.9000;
2005;1;2;2;63.0000;90.0000;4.00000;29.9000;
2005;1;2;3;-999;-999;2.00000;29.9000;
2005;1;2;4;65.0000;92.0000;4.00000;29.9000;
2005;1;2;5;57.0000;71.0000;8.00000;29.9000;
2005;1;2;6;59.0000;73.0000;8.00000;29.9000;
2005;1;2;7;73.0000;120.000;2.00000;29.9000;
2005;1;2;8;73.0000;126.000;4.00000;29.9000;
2005;1;2;9;73.0000;120.000;2.00000;29.9000;
2005;1;2;10;69.0000;120.000;4.00000;29.9000;
2005;1;2;11;69.0000;128.000;8.00000;29.9000;
2005;1;2;12;65.0000;111.000;14.0000;29.9000;
2005;1;2;13;65.0000;107.000;16.0000;29.9000;
2005;1;2;14;65.0000;98.0000;24.0000;29.9000;
2005;1;2;15;65.0000;90.0000;30.0000;29.9000;
2005;1;2;16;69.0000;96.0000;24.0000;29.9000;
2005;1;2;17;59.0000;75.0000;30.0000;29.9000;
2005;1;2;18;71.0000;84.0000;18.0000;29.9000;
2005;1;2;19;92.0000;149.000;4.00000;29.9000;
2005;1;2;20;99.0000;222.000;4.00000;29.9000;
2005;1;2;21;109.000;316.000;4.00000;29.9000;
2005;1;2;22;117.000;396.000;6.00000;29.9000;
2005;1;2;23;99.0000;312.000;6.00000;29.9000;
2005;1;2;24;86.0000;252.000;4.00000;29.9000;
2005;1;3;1;82.0000;220.000;4.00000;41.6000;
2005;1;3;2;77.0000;166.000;2.00000;41.6000;
2005;1;3;3;69.0000;113.000;2.00000;41.6000;
2005;1;3;4;69.0000;103.000;2.00000;41.6000;
2005;1;3;5;73.0000;166.000;2.00000;41.6000;
2005;1;3;6;69.0000;136.000;2.00000;41.6000;
2005;1;3;7;61.0000;94.0000;4.00000;41.6000;
2005;1;3;8;75.0000;161.000;2.00000;41.6000;
2005;1;3;9;78.0000;203.000;2.00000;41.6000;
2005;1;3;10;86.0000;291.000;4.00000;41.6000;
2005;1;3;11;86.0000;277.000;4.00000;41.6000;
2005;1;3;12;84.0000;245.000;4.00000;41.6000;
2005;1;3;13;65.0000;111.000;12.0000;41.6000;
2005;1;3;14;63.0000;94.0000;18.0000;41.6000;
2005;1;3;15;67.0000;98.0000;22.0000;41.6000;
2005;1;3;16;71.0000;98.0000;20.0000;41.6000;
2005;1;3;17;71.0000;98.0000;16.0000;41.6000;
2005;1;3;18;90.0000;176.000;4.00000;41.6000;
2005;1;3;19;101.000;275.000;2.00000;41.6000;
2005;1;3;20;103.000;298.000;2.00000;41.6000;
2005;1;3;21;94.0000;205.000;4.00000;41.6000;
2005;1;3;22;75.0000;105.000;6.00000;41.6000;
2005;1;3;23;77.0000;107.000;6.00000;41.6000;
2005;1;3;24;59.0000;71.0000;14.0000;41.6000;
2005;1;4;1;61.0000;82.0000;12.0000;37.7000;
2005;1;4;2;63.0000;80.0000;8.00000;37.7000;
2005;1;4;3;57.0000;71.0000;12.0000;37.7000;
2005;1;4;4;54.0000;67.0000;16.0000;37.7000;
2005;1;4;5;46.0000;55.0000;22.0000;37.7000;
2005;1;4;6;54.0000;69.0000;14.0000;37.7000;
2005;1;4;7;63.0000;98.0000;4.00000;37.7000;
2005;1;4;8;75.0000;161.000;2.00000;37.7000;
2005;1;4;9;75.0000;161.000;2.00000;37.7000;
2005;1;4;10;84.0000;224.000;4.00000;37.7000;
2005;1;4;11;82.0000;224.000;4.00000;37.7000;
2005;1;4;12;86.0000;222.000;6.00000;37.7000;
2005;1;4;13;69.0000;122.000;14.0000;37.7000;
2005;1;4;14;65.0000;111.000;16.0000;37.7000;
2005;1;4;15;57.0000;84.0000;20.0000;37.7000;
2005;1;4;16;57.0000;88.0000;20.0000;37.7000;
2005;1;4;17;71.0000;111.000;10.0000;37.7000;
2005;1;4;18;82.0000;161.000;4.00000;37.7000;
2005;1;4;19;96.0000;270.000;2.00000;37.7000;
2005;1;4;20;103.000;379.000;4.00000;37.7000;
2005;1;4;21;90.0000;283.000;4.00000;37.7000;
2005;1;4;22;90.0000;293.000;4.00000;37.7000;
2005;1;4;23;90.0000;298.000;4.00000;37.7000;
2005;1;4;24;86.0000;277.000;4.00000;37.7000;
2005;1;5;1;80.0000;268.000;4.00000;52.0000;
2005;1;5;2;71.0000;189.000;2.00000;52.0000;
2005;1;5;3;-999;-999;2.00000;52.0000;
2005;1;5;4;67.0000;115.000;2.00000;52.0000;
2005;1;5;5;63.0000;107.000;2.00000;52.0000;
2005;1;5;6;65.0000;122.000;2.00000;52.0000;
2005;1;5;7;71.0000;168.000;2.00000;52.0000;
2005;1;5;8;84.0000;231.000;2.00000;52.0000;
2005;1;5;9;84.0000;245.000;2.00000;52.0000;
2005;1;5;10;98.0000;329.000;4.00000;52.0000;
2005;1;5;11;122.000;499.000;4.00000;52.0000;
2005;1;5;12;92.0000;260.000;4.00000;52.0000;
2005;1;5;13;69.0000;120.000;16.0000;52.0000;
2005;1;5;14;48.0000;63.0000;32.0000;52.0000;
2005;1;5;15;46.0000;57.0000;36.0000;52.0000;
2005;1;5;16;52.0000;67.0000;30.0000;52.0000;
2005;1;5;17;54.0000;63.0000;28.0000;52.0000;
2005;1;5;18;78.0000;113.000;8.00000;52.0000;
2005;1;5;19;99.0000;218.000;2.00000;52.0000;
2005;1;5;20;111.000;340.000;2.00000;52.0000;
2005;1;5;21;128.000;541.000;4.00000;52.0000;
2005;1;5;22;130.000;578.000;4.00000;52.0000;
2005;1;5;23;115.000;492.000;4.00000;52.0000;
2005;1;5;24;80.0000;222.000;4.00000;52.0000;
2005;1;6;1;98.0000;402.000;4.00000;59.8000;
2005;1;6;2;98.0000;478.000;4.00000;59.8000;
2005;1;6;3;88.0000;400.000;4.00000;59.8000;
2005;1;6;4;75.0000;275.000;2.00000;59.8000;
2005;1;6;5;61.0000;168.000;2.00000;59.8000;
2005;1;6;6;55.0000;140.000;2.00000;59.8000;
2005;1;6;7;57.0000;155.000;2.00000;59.8000;
2005;1;6;8;61.0000;163.000;2.00000;59.8000;
2005;1;6;9;59.0000;222.000;2.00000;59.8000;
2005;1;6;10;55.0000;164.000;4.00000;59.8000;
2005;1;6;11;52.0000;113.000;6.00000;59.8000;
2005;1;6;12;54.0000;99.0000;10.0000;59.8000;
2005;1;6;13;61.0000;109.000;12.0000;59.8000;
2005;1;6;14;61.0000;99.0000;18.0000;59.8000;
2005;1;6;15;40.0000;50.0000;40.0000;59.8000;
2005;1;6;16;38.0000;46.0000;42.0000;59.8000;
2005;1;6;17;52.0000;61.0000;32.0000;59.8000;
2005;1;6;18;69.0000;80.0000;16.0000;59.8000;
2005;1;6;19;90.0000;151.000;2.00000;59.8000;
2005;1;6;20;107.000;304.000;4.00000;59.8000;
2005;1;6;21;71.0000;191.000;2.00000;59.8000;
2005;1;6;22;71.0000;161.000;2.00000;59.8000;
2005;1;6;23;78.0000;193.000;4.00000;59.8000;
2005;1;6;24;73.0000;243.000;4.00000;59.8000;
2005;1;7;1;71.0000;226.000;4.00000;70.2000;
2005;1;7;2;69.0000;268.000;4.00000;70.2000;
2005;1;7;3;67.0000;268.000;4.00000;70.2000;
2005;1;7;4;63.0000;251.000;4.00000;70.2000;
2005;1;7;5;63.0000;289.000;4.00000;70.2000;
2005;1;7;6;57.0000;231.000;4.00000;70.2000;
2005;1;7;7;65.0000;335.000;2.00000;70.2000;
2005;1;7;8;55.0000;220.000;2.00000;70.2000;
2005;1;7;9;73.0000;352.000;2.00000;70.2000;
2005;1;7;10;88.0000;470.000;4.00000;70.2000;
2005;1;7;11;86.0000;415.000;2.00000;70.2000;
2005;1;7;12;67.0000;306.000;2.00000;70.2000;
2005;1;7;13;59.0000;239.000;4.00000;70.2000;
2005;1;7;14;69.0000;249.000;6.00000;70.2000;
2005;1;7;15;75.0000;247.000;6.00000;70.2000;
2005;1;7;16;80.0000;222.000;4.00000;70.2000;
2005;1;7;17;88.0000;189.000;6.00000;70.2000;
2005;1;7;18;94.0000;273.000;4.00000;70.2000;
2005;1;7;19;73.0000;275.000;4.00000;70.2000;
2005;1;7;20;65.0000;228.000;4.00000;70.2000;
2005;1;7;21;73.0000;323.000;4.00000;70.2000;
2005;1;7;22;63.0000;260.000;4.00000;70.2000;
2005;1;7;23;59.0000;210.000;4.00000;70.2000;
2005;1;7;24;65.0000;273.000;4.00000;70.2000;
2005;1;8;1;61.0000;254.000;4.00000;55.9000;
2005;1;8;2;57.0000;228.000;4.00000;55.9000;
2005;1;8;3;-999;-999;4.00000;55.9000;
2005;1;8;4;55.0000;233.000;4.00000;55.9000;
2005;1;8;5;52.0000;254.000;4.00000;55.9000;
2005;1;8;6;57.0000;296.000;4.00000;55.9000;
2005;1;8;7;59.0000;302.000;4.00000;55.9000;
2005;1;8;8;67.0000;337.000;2.00000;55.9000;
2005;1;8;9;69.0000;348.000;2.00000;55.9000;
2005;1;8;10;71.0000;354.000;2.00000;55.9000;
2005;1;8;11;77.0000;415.000;2.00000;55.9000;
2005;1;8;12;86.0000;425.000;4.00000;55.9000;
2005;1;8;13;86.0000;383.000;4.00000;55.9000;
2005;1;8;14;71.0000;279.000;4.00000;55.9000;
2005;1;8;15;65.0000;228.000;4.00000;55.9000;
2005;1;8;16;67.0000;210.000;4.00000;55.9000;
2005;1;8;17;57.0000;143.000;4.00000;55.9000;
2005;1;8;18;61.0000;161.000;4.00000;55.9000;
2005;1;8;19;59.0000;134.000;2.00000;55.9000;
2005;1;8;20;59.0000;134.000;2.00000;55.9000;
2005;1;8;21;61.0000;155.000;2.00000;55.9000;
2005;1;8;22;65.0000;189.000;2.00000;55.9000;
2005;1;8;23;67.0000;207.000;4.00000;55.9000;
2005;1;8;24;67.0000;214.000;4.00000;55.9000;
2005;1;9;1;63.0000;207.000;4.00000;61.1000;
2005;1;9;2;63.0000;214.000;4.00000;61.1000;
2005;1;9;3;61.0000;214.000;2.00000;61.1000;
2005;1;9;4;57.0000;199.000;2.00000;61.1000;
2005;1;9;5;57.0000;191.000;2.00000;61.1000;
2005;1;9;6;55.0000;195.000;2.00000;61.1000;
2005;1;9;7;59.0000;208.000;2.00000;61.1000;
2005;1;9;8;55.0000;205.000;2.00000;61.1000;
2005;1;9;9;55.0000;212.000;2.00000;61.1000;
2005;1;9;10;57.0000;220.000;2.00000;61.1000;
2005;1;9;11;54.0000;191.000;4.00000;61.1000;
2005;1;9;12;61.0000;214.000;4.00000;61.1000;
2005;1;9;13;69.0000;214.000;4.00000;61.1000;
2005;1;9;14;67.0000;187.000;6.00000;61.1000;
2005;1;9;15;71.0000;164.000;6.00000;61.1000;
2005;1;9;16;77.0000;168.000;4.00000;61.1000;
2005;1;9;17;75.0000;178.000;4.00000;61.1000;
2005;1;9;18;73.0000;168.000;2.00000;61.1000;
2005;1;9;19;73.0000;176.000;2.00000;61.1000;
2005;1;9;20;71.0000;184.000;2.00000;61.1000;
2005;1;9;21;73.0000;210.000;4.00000;61.1000;
2005;1;9;22;77.0000;237.000;4.00000;61.1000;
2005;1;9;23;86.0000;285.000;4.00000;61.1000;
2005;1;9;24;86.0000;331.000;4.00000;61.1000;
2005;1;10;1;84.0000;321.000;4.00000;111.800;
2005;1;10;2;80.0000;285.000;2.00000;111.800;
2005;1;10;3;73.0000;178.000;2.00000;111.800;
2005;1;10;4;75.0000;249.000;2.00000;111.800;
2005;1;10;5;77.0000;295.000;2.00000;111.800;
2005;1;10;6;84.0000;417.000;2.00000;111.800;
2005;1;10;7;78.0000;295.000;2.00000;111.800;
2005;1;10;8;84.0000;325.000;2.00000;111.800;
2005;1;10;9;88.0000;413.000;2.00000;111.800;
2005;1;10;10;88.0000;438.000;2.00000;111.800;
2005;1;10;11;84.0000;327.000;4.00000;111.800;
2005;1;10;12;90.0000;365.000;4.00000;111.800;
2005;1;10;13;92.0000;350.000;2.00000;111.800;
2005;1;10;14;92.0000;287.000;4.00000;111.800;
2005;1;10;15;88.0000;258.000;4.00000;111.800;
2005;1;10;16;94.0000;258.000;4.00000;111.800;
2005;1;10;17;96.0000;249.000;2.00000;111.800;
2005;1;10;18;92.0000;207.000;2.00000;111.800;
2005;1;10;19;92.0000;216.000;2.00000;111.800;
2005;1;10;20;96.0000;239.000;2.00000;111.800;
2005;1;10;21;101.000;260.000;2.00000;111.800;
2005;1;10;22;111.000;331.000;4.00000;111.800;
2005;1;10;23;120.000;463.000;4.00000;111.800;
2005;1;10;24;132.000;597.000;4.00000;111.800;
2005;1;11;1;124.000;566.000;4.00000;92.3000;
2005;1;11;2;101.000;375.000;2.00000;92.3000;
2005;1;11;3;-999;-999;2.00000;92.3000;
2005;1;11;4;90.0000;291.000;2.00000;92.3000;
2005;1;11;5;80.0000;228.000;2.00000;92.3000;
2005;1;11;6;78.0000;247.000;2.00000;92.3000;
2005;1;11;7;78.0000;266.000;2.00000;92.3000;
2005;1;11;8;80.0000;314.000;2.00000;92.3000;
2005;1;11;9;82.0000;319.000;2.00000;92.3000;
2005;1;11;10;94.0000;404.000;2.00000;92.3000;
2005;1;11;11;-999;-999;2.00000;92.3000;
2005;1;11;12;84.0000;333.000;2.00000;92.3000;
2005;1;11;13;75.0000;247.000;2.00000;92.3000;
2005;1;11;14;71.0000;208.000;2.00000;92.3000;
2005;1;11;15;77.0000;235.000;2.00000;92.3000;
2005;1;11;16;-999;-999;-999;92.3000;
2005;1;11;17;96.0000;300.000;2.00000;92.3000;
2005;1;11;18;96.0000;300.000;2.00000;92.3000;
2005;1;11;19;94.0000;287.000;2.00000;92.3000;
2005;1;11;20;90.0000;258.000;2.00000;92.3000;
2005;1;11;21;92.0000;277.000;2.00000;92.3000;
2005;1;11;22;98.0000;268.000;2.00000;92.3000;
2005;1;11;23;98.0000;300.000;2.00000;92.3000;
2005;1;11;24;94.0000;285.000;2.00000;92.3000;
2005;1;12;1;96.0000;316.000;2.00000;61.1000;
2005;1;12;2;99.0000;358.000;2.00000;61.1000;
2005;1;12;3;88.0000;293.000;2.00000;61.1000;
2005;1;12;4;82.0000;279.000;2.00000;61.1000;
2005;1;12;5;84.0000;312.000;2.00000;61.1000;
2005;1;12;6;77.0000;302.000;2.00000;61.1000;
2005;1;12;7;67.0000;291.000;2.00000;61.1000;
2005;1;12;8;65.0000;293.000;2.00000;61.1000;
2005;1;12;9;67.0000;275.000;2.00000;61.1000;
2005;1;12;10;71.0000;279.000;2.00000;61.1000;
2005;1;12;11;-999;-999;2.00000;61.1000;
2005;1;12;12;82.0000;289.000;2.00000;61.1000;
2005;1;12;13;86.0000;339.000;2.00000;61.1000;
2005;1;12;14;82.0000;266.000;4.00000;61.1000;
2005;1;12;15;77.0000;191.000;4.00000;61.1000;
2005;1;12;16;-999;-999;4.00000;61.1000;
2005;1;12;17;-999;-999;4.00000;61.1000;
2005;1;12;18;67.0000;143.000;2.00000;61.1000;
2005;1;12;19;67.0000;163.000;2.00000;61.1000;
2005;1;12;20;71.0000;197.000;2.00000;61.1000;
2005;1;12;21;71.0000;189.000;2.00000;61.1000;
2005;1;12;22;71.0000;199.000;2.00000;61.1000;
2005;1;12;23;69.0000;208.000;2.00000;61.1000;
2005;1;12;24;65.0000;193.000;2.00000;61.1000;
2005;1;13;1;63.0000;187.000;2.00000;63.7000;
2005;1;13;2;59.0000;184.000;2.00000;63.7000;
2005;1;13;3;57.0000;180.000;2.00000;63.7000;
2005;1;13;4;57.0000;197.000;2.00000;63.7000;
2005;1;13;5;54.0000;207.000;2.00000;63.7000;
2005;1;13;6;55.0000;230.000;2.00000;63.7000;
2005;1;13;7;54.0000;241.000;2.00000;63.7000;
2005;1;13;8;59.0000;304.000;2.00000;63.7000;
2005;1;13;9;63.0000;293.000;2.00000;63.7000;
2005;1;13;10;65.0000;394.000;2.00000;63.7000;
2005;1;13;11;75.0000;404.000;2.00000;63.7000;
2005;1;13;12;77.0000;411.000;2.00000;63.7000;
2005;1;13;13;57.0000;270.000;2.00000;63.7000;
2005;1;13;14;59.0000;241.000;2.00000;63.7000;
2005;1;13;15;57.0000;151.000;4.00000;63.7000;
2005;1;13;16;67.0000;197.000;4.00000;63.7000;
2005;1;13;17;73.0000;186.000;4.00000;63.7000;
2005;1;13;18;75.0000;205.000;2.00000;63.7000;
2005;1;13;19;69.0000;249.000;2.00000;63.7000;
2005;1;13;20;61.0000;241.000;2.00000;63.7000;
2005;1;13;21;57.0000;210.000;2.00000;63.7000;
2005;1;13;22;57.0000;205.000;2.00000;63.7000;
2005;1;13;23;61.0000;260.000;2.00000;63.7000;
2005;1;13;24;61.0000;270.000;2.00000;63.7000;
2005;1;14;1;63.0000;300.000;2.00000;44.2000;
2005;1;14;2;59.0000;293.000;2.00000;44.2000;
2005;1;14;3;61.0000;383.000;2.00000;44.2000;
2005;1;14;4;63.0000;375.000;2.00000;44.2000;
2005;1;14;5;61.0000;317.000;2.00000;44.2000;
2005;1;14;6;61.0000;258.000;2.00000;44.2000;
2005;1;14;7;59.0000;249.000;2.00000;44.2000;
2005;1;14;8;59.0000;287.000;2.00000;44.2000;
2005;1;14;9;59.0000;281.000;2.00000;44.2000;
2005;1;14;10;59.0000;279.000;2.00000;44.2000;
2005;1;14;11;52.0000;166.000;2.00000;44.2000;
2005;1;14;12;63.0000;279.000;2.00000;44.2000;
2005;1;14;13;59.0000;252.000;2.00000;44.2000;
2005;1;14;14;54.0000;197.000;4.00000;44.2000;
2005;1;14;15;50.0000;136.000;4.00000;44.2000;
2005;1;14;16;59.0000;170.000;4.00000;44.2000;
2005;1;14;17;67.0000;210.000;2.00000;44.2000;
2005;1;14;18;71.0000;241.000;2.00000;44.2000;
2005;1;14;19;67.0000;199.000;2.00000;44.2000;
2005;1;14;20;67.0000;184.000;2.00000;44.2000;
2005;1;14;21;59.0000;115.000;2.00000;44.2000;
2005;1;14;22;59.0000;107.000;2.00000;44.2000;
2005;1;14;23;61.0000;113.000;2.00000;44.2000;
2005;1;14;24;59.0000;96.0000;2.00000;44.2000;
2005;1;15;1;61.0000;122.000;2.00000;40.3000;
2005;1;15;2;65.0000;163.000;2.00000;40.3000;
2005;1;15;3;-999;-999;2.00000;40.3000;
2005;1;15;4;69.0000;186.000;2.00000;40.3000;
2005;1;15;5;55.0000;138.000;2.00000;40.3000;
2005;1;15;6;59.0000;117.000;2.00000;40.3000;
2005;1;15;7;63.0000;120.000;2.00000;40.3000;
2005;1;15;8;69.0000;128.000;2.00000;40.3000;
2005;1;15;9;67.0000;111.000;2.00000;40.3000;
2005;1;15;10;63.0000;98.0000;4.00000;40.3000;
2005;1;15;11;57.0000;98.0000;4.00000;40.3000;
2005;1;15;12;54.0000;88.0000;4.00000;40.3000;
2005;1;15;13;54.0000;98.0000;4.00000;40.3000;
2005;1;15;14;57.0000;103.000;4.00000;40.3000;
2005;1;15;15;57.0000;105.000;4.00000;40.3000;
2005;1;15;16;61.0000;120.000;4.00000;40.3000;
2005;1;15;17;63.0000;122.000;2.00000;40.3000;
2005;1;15;18;65.0000;128.000;2.00000;40.3000;
2005;1;15;19;65.0000;126.000;2.00000;40.3000;
2005;1;15;20;67.0000;130.000;2.00000;40.3000;
2005;1;15;21;69.0000;130.000;2.00000;40.3000;
2005;1;15;22;67.0000;130.000;2.00000;40.3000;
2005;1;15;23;65.0000;107.000;2.00000;40.3000;
2005;1;15;24;63.0000;90.0000;2.00000;40.3000;
2005;1;16;1;59.0000;78.0000;2.00000;32.5000;
2005;1;16;2;59.0000;73.0000;2.00000;32.5000;
2005;1;16;3;59.0000;77.0000;2.00000;32.5000;
2005;1;16;4;61.0000;80.0000;2.00000;32.5000;
2005;1;16;5;63.0000;86.0000;2.00000;32.5000;
2005;1;16;6;65.0000;84.0000;2.00000;32.5000;
2005;1;16;7;63.0000;75.0000;2.00000;32.5000;
2005;1;16;8;54.0000;65.0000;4.00000;32.5000;
2005;1;16;9;40.0000;54.0000;6.00000;32.5000;
2005;1;16;10;36.0000;50.0000;8.00000;32.5000;
2005;1;16;11;36.0000;48.0000;10.0000;32.5000;
2005;1;16;12;36.0000;50.0000;12.0000;32.5000;
2005;1;16;13;36.0000;50.0000;14.0000;32.5000;
2005;1;16;14;38.0000;54.0000;14.0000;32.5000;
2005;1;16;15;38.0000;50.0000;14.0000;32.5000;
2005;1;16;16;38.0000;50.0000;16.0000;32.5000;
2005;1;16;17;38.0000;50.0000;18.0000;32.5000;
2005;1;16;18;42.0000;54.0000;14.0000;32.5000;
2005;1;16;19;46.0000;57.0000;12.0000;32.5000;
2005;1;16;20;46.0000;57.0000;12.0000;32.5000;
2005;1;16;21;50.0000;65.0000;12.0000;32.5000;
2005;1;16;22;44.0000;55.0000;14.0000;32.5000;
2005;1;16;23;48.0000;61.0000;12.0000;32.5000;
2005;1;16;24;48.0000;65.0000;12.0000;32.5000;
2005;1;17;1;50.0000;73.0000;10.0000;-999;
2005;1;17;2;54.0000;77.0000;4.00000;-999;
2005;1;17;3;52.0000;75.0000;4.00000;-999;
2005;1;17;4;44.0000;59.0000;8.00000;-999;
2005;1;17;5;42.0000;52.0000;12.0000;-999;
2005;1;17;6;38.0000;48.0000;18.0000;-999;
2005;1;17;7;52.0000;78.0000;8.00000;-999;
2005;1;17;8;55.0000;94.0000;4.00000;-999;
2005;1;17;9;57.0000;122.000;2.00000;-999;
2005;1;17;10;59.0000;142.000;4.00000;-999;
2005;1;17;11;59.0000;143.000;6.00000;-999;
2005;1;17;12;52.0000;98.0000;12.0000;-999;
2005;1;17;13;46.0000;73.0000;18.0000;-999;
2005;1;17;14;50.0000;80.0000;16.0000;-999;
2005;1;17;15;46.0000;73.0000;20.0000;-999;
2005;1;17;16;50.0000;78.0000;18.0000;-999;
2005;1;17;17;57.0000;92.0000;12.0000;-999;
2005;1;17;18;61.0000;96.0000;6.00000;-999;
2005;1;17;19;67.0000;142.000;4.00000;-999;
2005;1;17;20;73.0000;168.000;4.00000;-999;
2005;1;17;21;82.0000;216.000;4.00000;-999;
2005;1;17;22;84.0000;327.000;2.00000;-999;
2005;1;17;23;65.0000;157.000;2.00000;-999;
2005;1;17;24;57.0000;86.0000;4.00000;-999;
2005;1;18;1;57.0000;77.0000;2.00000;-999;
2005;1;18;2;48.0000;57.0000;8.00000;-999;
2005;1;18;3;-999;-999;10.0000;-999;
2005;1;18;4;42.0000;50.0000;10.0000;-999;
2005;1;18;5;36.0000;42.0000;14.0000;-999;
2005;1;18;6;36.0000;44.0000;14.0000;-999;
2005;1;18;7;46.0000;80.0000;8.00000;-999;
2005;1;18;8;48.0000;86.0000;6.00000;-999;
2005;1;18;9;46.0000;78.0000;4.00000;-999;
2005;1;18;10;48.0000;80.0000;6.00000;-999;
2005;1;18;11;54.0000;126.000;6.00000;-999;
2005;1;18;12;55.0000;149.000;6.00000;-999;
2005;1;18;13;40.0000;78.0000;12.0000;-999;
2005;1;18;14;42.0000;77.0000;10.0000;-999;
2005;1;18;15;46.0000;77.0000;8.00000;-999;
2005;1;18;16;48.0000;80.0000;6.00000;-999;
2005;1;18;17;48.0000;84.0000;16.0000;-999;
2005;1;18;18;52.0000;101.000;4.00000;-999;
2005;1;18;19;50.0000;86.0000;4.00000;-999;
2005;1;18;20;48.0000;82.0000;4.00000;-999;
2005;1;18;21;52.0000;84.0000;2.00000;-999;
2005;1;18;22;61.0000;159.000;2.00000;-999;
2005;1;18;23;61.0000;168.000;2.00000;-999;
2005;1;18;24;61.0000;178.000;2.00000;-999;
2005;1;19;1;61.0000;142.000;2.00000;39.0000;
2005;1;19;2;59.0000;132.000;2.00000;39.0000;
2005;1;19;3;52.0000;103.000;2.00000;39.0000;
2005;1;19;4;55.0000;105.000;2.00000;39.0000;
2005;1;19;5;52.0000;98.0000;2.00000;39.0000;
2005;1;19;6;46.0000;94.0000;2.00000;39.0000;
2005;1;19;7;50.0000;107.000;2.00000;39.0000;
2005;1;19;8;59.0000;186.000;2.00000;39.0000;
2005;1;19;9;61.0000;163.000;2.00000;39.0000;
2005;1;19;10;71.0000;189.000;4.00000;39.0000;
2005;1;19;11;71.0000;210.000;4.00000;39.0000;
2005;1;19;12;71.0000;228.000;6.00000;39.0000;
2005;1;19;13;80.0000;252.000;6.00000;39.0000;
2005;1;19;14;88.0000;266.000;8.00000;39.0000;
2005;1;19;15;82.0000;249.000;6.00000;39.0000;
2005;1;19;16;71.0000;191.000;6.00000;39.0000;
2005;1;19;17;92.0000;314.000;4.00000;39.0000;
2005;1;19;18;88.0000;327.000;2.00000;39.0000;
2005;1;19;19;101.000;455.000;4.00000;39.0000;
2005;1;19;20;105.000;484.000;4.00000;39.0000;
2005;1;19;21;99.0000;446.000;4.00000;39.0000;
2005;1;19;22;117.000;654.000;4.00000;39.0000;
2005;1;19;23;84.0000;287.000;4.00000;39.0000;
2005;1;19;24;69.0000;189.000;4.00000;39.0000;
2005;1;20;1;75.0000;159.000;2.00000;46.8000;
2005;1;20;2;73.0000;132.000;2.00000;46.8000;
2005;1;20;3;69.0000;109.000;2.00000;46.8000;
2005;1;20;4;69.0000;109.000;2.00000;46.8000;
2005;1;20;5;67.0000;113.000;2.00000;46.8000;
2005;1;20;6;71.0000;128.000;2.00000;46.8000;
2005;1;20;7;80.0000;186.000;2.00000;46.8000;
2005;1;20;8;82.0000;226.000;2.00000;46.8000;
2005;1;20;9;92.0000;291.000;4.00000;46.8000;
2005;1;20;10;94.0000;304.000;6.00000;46.8000;
2005;1;20;11;92.0000;317.000;6.00000;46.8000;
2005;1;20;12;78.0000;245.000;6.00000;46.8000;
2005;1;20;13;82.0000;212.000;8.00000;46.8000;
2005;1;20;14;80.0000;180.000;10.0000;46.8000;
2005;1;20;15;84.0000;207.000;8.00000;46.8000;
2005;1;20;16;88.0000;201.000;6.00000;46.8000;
2005;1;20;17;90.0000;214.000;4.00000;46.8000;
2005;1;20;18;99.0000;298.000;2.00000;46.8000;
2005;1;20;19;109.000;392.000;4.00000;46.8000;
2005;1;20;20;119.000;493.000;4.00000;46.8000;
2005;1;20;21;115.000;503.000;4.00000;46.8000;
2005;1;20;22;107.000;459.000;6.00000;46.8000;
2005;1;20;23;99.0000;350.000;6.00000;46.8000;
2005;1;20;24;94.0000;333.000;4.00000;46.8000;
2005;1;21;1;86.0000;272.000;4.00000;59.8000;
2005;1;21;2;82.0000;235.000;2.00000;59.8000;
2005;1;21;3;-999;-999;2.00000;59.8000;
2005;1;21;4;80.0000;207.000;2.00000;59.8000;
