year;month;day;hour;NO2;NO;NOx;SO2;O3;PM10;PM25;TEMP;WS;WD;
2005;1;1;1;-999;-999;-999;-999;-999;97.6829;80.1000;-999;-999;-999;
2005;1;1;2;31.0000;18.0000;48.0000;0.000000;11.0000;97.6829;80.1000;-0.7;-999;-999;
2005;1;1;3;30.0000;20.0000;50.0000;0.000000;8.00000;97.6829;80.1000;-0.4;-999;-999;
2005;1;1;4;29.0000;23.0000;52.0000;0.000000;7.00000;97.6829;80.1000;0.41;-999;-999;
2005;1;1;5;29.0000;29.0000;57.0000;0.000000;7.00000;97.6829;80.1000;0.11;-999;-999;
2005;1;1;6;26.0000;32.0000;57.0000;0.000000;7.00000;97.6829;80.1000;-0.6;-999;-999;
2005;1;1;7;26.0000;27.0000;53.0000;0.000000;8.00000;97.6829;80.1000;-1.8;-999;-999;
2005;1;1;8;24.0000;20.0000;44.0000;0.000000;9.00000;97.6829;80.1000;-2.2;-999;-999;
2005;1;1;9;23.0000;19.0000;42.0000;0.000000;10.0000;97.6829;80.1000;-2.5;-999;-999;
2005;1;1;10;21.0000;20.0000;41.0000;0.000000;10.0000;97.6829;80.1000;-2.7;-999;-999;
2005;1;1;11;22.0000;16.0000;38.0000;0.000000;12.0000;97.6829;80.1000;-1.6;-999;-999;
2005;1;1;12;20.0000;6.00000;26.0000;0.000000;35.0000;97.6829;80.1000;1.81;-999;-999;
2005;1;1;13;16.0000;4.00000;20.0000;0.000000;50.0000;97.6829;80.1000;6.71;-999;-999;
2005;1;1;14;22.0000;5.00000;27.0000;0.000000;48.0000;97.6829;80.1000;9.11;-999;-999;
2005;1;1;15;21.0000;4.00000;25.0000;0.000000;51.0000;97.6829;80.1000;10.1;-999;-999;
2005;1;1;16;19.0000;2.00000;22.0000;0.000000;55.0000;97.6829;80.1000;10.4;-999;-999;
2005;1;1;17;21.0000;2.00000;23.0000;0.000000;47.0000;97.6829;80.1000;10.1;-999;-999;
2005;1;1;18;21.0000;2.00000;22.0000;0.000000;30.0000;97.6829;80.1000;7.11;-999;-999;
2005;1;1;19;23.0000;2.00000;24.0000;0.000000;22.0000;97.6829;80.1000;2.71;-999;-999;
2005;1;1;20;22.0000;2.00000;25.0000;0.000000;17.0000;97.6829;80.1000;0.80;-999;-999;
2005;1;1;21;20.0000;3.00000;23.0000;0.000000;16.0000;97.6829;80.1000;-0.0;-999;-999;
2005;1;1;22;30.0000;13.0000;44.0000;0.000000;13.0000;97.6829;80.1000;-0.0;-999;-999;
2005;1;1;23;38.0000;28.0000;65.0000;0.000000;11.0000;97.6829;80.1000;-0.9;-999;-999;
2005;1;1;24;35.0000;36.0000;71.0000;0.000000;8.00000;97.6829;80.1000;-0.4;-999;-999;
2005;1;2;1;33.0000;34.0000;66.0000;0.000000;6.00000;34.6341;28.4000;-0.5;-999;-999;
2005;1;2;2;33.0000;28.0000;61.0000;0.000000;5.00000;34.6341;28.4000;-0.4;-999;-999;
2005;1;2;3;30.0000;26.0000;56.0000;0.000000;10.0000;34.6341;28.4000;-0.6;-999;-999;
2005;1;2;4;27.0000;25.0000;52.0000;0.000000;5.00000;34.6341;28.4000;-0.0;-999;-999;
2005;1;2;5;25.0000;24.0000;49.0000;0.000000;4.00000;34.6341;28.4000;-0.2;-999;-999;
2005;1;2;6;23.0000;20.0000;43.0000;0.000000;7.00000;34.6341;28.4000;-0.2;-999;-999;
2005;1;2;7;19.0000;18.0000;38.0000;0.000000;8.00000;34.6341;28.4000;-1.1;-999;-999;
2005;1;2;8;19.0000;15.0000;35.0000;0.000000;8.00000;34.6341;28.4000;-1.7;-999;-999;
2005;1;2;9;19.0000;18.0000;36.0000;0.000000;9.00000;34.6341;28.4000;-2.1;-999;-999;
2005;1;2;10;18.0000;17.0000;35.0000;0.000000;10.0000;34.6341;28.4000;-1.8;-999;-999;
2005;1;2;11;19.0000;15.0000;34.0000;0.000000;10.0000;34.6341;28.4000;-0.9;-999;-999;
2005;1;2;12;28.0000;11.0000;40.0000;0.000000;27.0000;34.6341;28.4000;1.51;-999;-999;
2005;1;2;13;33.0000;11.0000;45.0000;0.000000;33.0000;34.6341;28.4000;7.31;-999;-999;
2005;1;2;14;39.0000;14.0000;53.0000;0.000000;30.0000;34.6341;28.4000;9.51;-999;-999;
2005;1;2;15;30.0000;6.00000;36.0000;0.000000;38.0000;34.6341;28.4000;10.2;-999;-999;
2005;1;2;16;23.0000;3.00000;26.0000;0.000000;47.0000;34.6341;28.4000;12.6;-999;-999;
2005;1;2;17;19.0000;2.00000;21.0000;0.000000;42.0000;34.6341;28.4000;11.2;-999;-999;
2005;1;2;18;16.0000;1.00000;17.0000;0.000000;30.0000;34.6341;28.4000;7.51;-999;-999;
2005;1;2;19;22.0000;2.00000;24.0000;0.000000;15.0000;34.6341;28.4000;3.51;-999;-999;
2005;1;2;20;23.0000;4.00000;27.0000;0.000000;9.00000;34.6341;28.4000;2.41;-999;-999;
2005;1;2;21;17.0000;4.00000;21.0000;0.000000;6.00000;34.6341;28.4000;1.31;-999;-999;
2005;1;2;22;22.0000;6.00000;29.0000;0.000000;5.00000;34.6341;28.4000;0.71;-999;-999;
2005;1;2;23;25.0000;8.00000;33.0000;0.000000;3.00000;34.6341;28.4000;0.21;-999;-999;
2005;1;2;24;21.0000;5.00000;27.0000;0.000000;23.0000;34.6341;28.4000;1.41;-999;-999;
2005;1;3;1;11.0000;1.00000;13.0000;0.000000;48.0000;35.9756;29.5000;4.21;-999;-999;
2005;1;3;2;10.0000;1.00000;12.0000;0.000000;46.0000;35.9756;29.5000;6.51;-999;-999;
2005;1;3;3;9.00000;1.00000;10.0000;0.000000;54.0000;35.9756;29.5000;5.01;-999;-999;
2005;1;3;4;7.00000;1.00000;8.00000;0.000000;47.0000;35.9756;29.5000;4.61;-999;-999;
2005;1;3;5;7.00000;1.00000;9.00000;0.000000;41.0000;35.9756;29.5000;3.41;-999;-999;
2005;1;3;6;6.00000;1.00000;7.00000;0.000000;35.0000;35.9756;29.5000;4.01;-999;-999;
2005;1;3;7;6.00000;1.00000;7.00000;0.000000;25.0000;35.9756;29.5000;4.21;-999;-999;
2005;1;3;8;7.00000;1.00000;8.00000;0.000000;21.0000;35.9756;29.5000;3.31;-999;-999;
2005;1;3;9;14.0000;6.00000;20.0000;0.000000;13.0000;35.9756;29.5000;1.51;-999;-999;
2005;1;3;10;20.0000;13.0000;32.0000;0.000000;12.0000;35.9756;29.5000;0.91;-999;-999;
2005;1;3;11;28.0000;26.0000;53.0000;0.000000;11.0000;35.9756;29.5000;1.91;-999;-999;
2005;1;3;12;30.0000;15.0000;45.0000;0.000000;31.0000;35.9756;29.5000;5.91;-999;-999;
2005;1;3;13;12.0000;3.00000;14.0000;0.000000;57.0000;35.9756;29.5000;12.2;-999;-999;
2005;1;3;14;15.0000;3.00000;18.0000;0.000000;56.0000;35.9756;29.5000;14.2;-999;-999;
2005;1;3;15;16.0000;3.00000;19.0000;0.000000;57.0000;35.9756;29.5000;14.4;-999;-999;
2005;1;3;16;16.0000;2.00000;18.0000;0.000000;57.0000;35.9756;29.5000;14.6;-999;-999;
2005;1;3;17;22.0000;2.00000;24.0000;0.000000;37.0000;35.9756;29.5000;13.6;-999;-999;
2005;1;3;18;35.0000;4.00000;39.0000;0.000000;14.0000;35.9756;29.5000;11.6;-999;-999;
2005;1;3;19;42.0000;15.0000;57.0000;0.000000;8.00000;35.9756;29.5000;7.31;-999;-999;
2005;1;3;20;39.0000;9.00000;49.0000;0.000000;8.00000;35.9756;29.5000;5.51;-999;-999;
2005;1;3;21;39.0000;13.0000;52.0000;0.000000;9.00000;35.9756;29.5000;3.21;-999;-999;
2005;1;3;22;36.0000;12.0000;48.0000;0.000000;9.00000;35.9756;29.5000;2.11;-999;-999;
2005;1;3;23;36.0000;15.0000;51.0000;0.000000;6.00000;35.9756;29.5000;1.21;-999;-999;
2005;1;3;24;29.0000;18.0000;47.0000;0.000000;5.00000;35.9756;29.5000;1.91;-999;-999;
2005;1;4;1;32.0000;26.0000;58.0000;0.000000;5.00000;61.3415;50.3000;1.41;-999;-999;
2005;1;4;2;29.0000;13.0000;42.0000;0.000000;6.00000;61.3415;50.3000;1.21;-999;-999;
2005;1;4;3;25.0000;9.00000;35.0000;0.000000;9.00000;61.3415;50.3000;0.91;-999;-999;
2005;1;4;4;24.0000;10.0000;33.0000;0.000000;7.00000;61.3415;50.3000;0.71;-999;-999;
2005;1;4;5;21.0000;4.00000;25.0000;0.000000;10.0000;61.3415;50.3000;1.01;-999;-999;
2005;1;4;6;17.0000;3.00000;21.0000;0.000000;10.0000;61.3415;50.3000;-0.0;-999;-999;
2005;1;4;7;22.0000;6.00000;28.0000;0.000000;7.00000;61.3415;50.3000;0.61;-999;-999;
2005;1;4;8;21.0000;12.0000;33.0000;0.000000;5.00000;61.3415;50.3000;1.41;-999;-999;
2005;1;4;9;21.0000;23.0000;45.0000;0.000000;6.00000;61.3415;50.3000;0.21;-999;-999;
2005;1;4;10;34.0000;74.0000;108.000;0.000000;5.00000;61.3415;50.3000;0.61;-999;-999;
2005;1;4;11;31.0000;38.0000;69.0000;0.000000;12.0000;61.3415;50.3000;1.81;-999;-999;
2005;1;4;12;21.0000;6.00000;28.0000;0.000000;42.0000;61.3415;50.3000;5.01;-999;-999;
2005;1;4;13;12.0000;3.00000;15.0000;0.000000;52.0000;61.3415;50.3000;9.51;-999;-999;
2005;1;4;14;10.0000;3.00000;12.0000;0.000000;57.0000;61.3415;50.3000;11.7;-999;-999;
2005;1;4;15;16.0000;3.00000;19.0000;0.000000;57.0000;61.3415;50.3000;12.5;-999;-999;
2005;1;4;16;18.0000;2.00000;21.0000;0.000000;56.0000;61.3415;50.3000;12.9;-999;-999;
2005;1;4;17;27.0000;9.00000;36.0000;0.000000;39.0000;61.3415;50.3000;12.6;-999;-999;
2005;1;4;18;42.0000;15.0000;57.0000;0.000000;10.0000;61.3415;50.3000;10.1;-999;-999;
2005;1;4;19;45.0000;20.0000;65.0000;0.000000;5.00000;61.3415;50.3000;5.21;-999;-999;
2005;1;4;20;37.0000;11.0000;48.0000;0.000000;8.00000;61.3415;50.3000;2.91;-999;-999;
2005;1;4;21;32.0000;14.0000;46.0000;0.000000;6.00000;61.3415;50.3000;1.91;-999;-999;
2005;1;4;22;35.0000;50.0000;84.0000;0.000000;5.00000;61.3415;50.3000;1.31;-999;-999;
2005;1;4;23;38.0000;63.0000;101.000;0.000000;3.00000;61.3415;50.3000;1.21;-999;-999;
2005;1;4;24;38.0000;52.0000;89.0000;0.000000;4.00000;61.3415;50.3000;0.71;-999;-999;
2005;1;5;1;36.0000;47.0000;83.0000;0.000000;6.00000;89.1463;73.1000;-0.1;-999;-999;
2005;1;5;2;31.0000;42.0000;73.0000;0.000000;5.00000;89.1463;73.1000;-0.1;-999;-999;
2005;1;5;3;28.0000;37.0000;66.0000;0.000000;6.00000;89.1463;73.1000;-0.2;-999;-999;
2005;1;5;4;27.0000;33.0000;60.0000;0.000000;6.00000;89.1463;73.1000;-0.5;-999;-999;
2005;1;5;5;23.0000;34.0000;57.0000;0.000000;6.00000;89.1463;73.1000;-1.3;-999;-999;
2005;1;5;6;23.0000;34.0000;57.0000;0.000000;6.00000;89.1463;73.1000;-1.4;-999;-999;
2005;1;5;7;25.0000;34.0000;60.0000;0.000000;6.00000;89.1463;73.1000;-1.6;-999;-999;
2005;1;5;8;24.0000;34.0000;58.0000;0.000000;6.00000;89.1463;73.1000;-1.3;-999;-999;
2005;1;5;9;23.0000;38.0000;62.0000;0.000000;7.00000;89.1463;73.1000;-1.2;-999;-999;
2005;1;5;10;26.0000;49.0000;75.0000;0.000000;4.00000;89.1463;73.1000;-0.6;-999;-999;
2005;1;5;11;29.0000;60.0000;89.0000;0.000000;3.00000;89.1463;73.1000;0.11;-999;-999;
2005;1;5;12;34.0000;70.0000;103.000;0.000000;4.00000;89.1463;73.1000;1.31;-999;-999;
2005;1;5;13;48.0000;68.0000;115.000;0.000000;8.00000;89.1463;73.1000;2.61;-999;-999;
2005;1;5;14;52.0000;25.0000;77.0000;1.00000;19.0000;89.1463;73.1000;5.01;-999;-999;
2005;1;5;15;49.0000;18.0000;67.0000;1.00000;22.0000;89.1463;73.1000;8.01;-999;-999;
2005;1;5;16;50.0000;11.0000;62.0000;0.000000;19.0000;89.1463;73.1000;10.8;-999;-999;
2005;1;5;17;54.0000;7.00000;60.0000;0.000000;14.0000;89.1463;73.1000;11.7;-999;-999;
2005;1;5;18;49.0000;15.0000;64.0000;0.000000;6.00000;89.1463;73.1000;7.81;-999;-999;
2005;1;5;19;48.0000;28.0000;76.0000;0.000000;4.00000;89.1463;73.1000;3.51;-999;-999;
2005;1;5;20;37.0000;21.0000;59.0000;0.000000;4.00000;89.1463;73.1000;1.71;-999;-999;
2005;1;5;21;32.0000;39.0000;71.0000;0.000000;5.00000;89.1463;73.1000;1.21;-999;-999;
2005;1;5;22;35.0000;89.0000;124.000;0.000000;3.00000;89.1463;73.1000;0.51;-999;-999;
2005;1;5;23;33.0000;89.0000;122.000;0.000000;3.00000;89.1463;73.1000;0.41;-999;-999;
2005;1;5;24;31.0000;75.0000;106.000;0.000000;3.00000;89.1463;73.1000;0.01;-999;-999;
2005;1;6;1;28.0000;68.0000;96.0000;0.000000;3.00000;65.7317;53.9000;-0.0;-999;-999;
2005;1;6;2;29.0000;60.0000;88.0000;0.000000;3.00000;65.7317;53.9000;-0.4;-999;-999;
2005;1;6;3;26.0000;53.0000;80.0000;0.000000;3.00000;65.7317;53.9000;-0.7;-999;-999;
2005;1;6;4;22.0000;46.0000;68.0000;0.000000;3.00000;65.7317;53.9000;-1.0;-999;-999;
2005;1;6;5;24.0000;41.0000;65.0000;0.000000;4.00000;65.7317;53.9000;-0.8;-999;-999;
2005;1;6;6;23.0000;39.0000;63.0000;0.000000;4.00000;65.7317;53.9000;-1.3;-999;-999;
2005;1;6;7;21.0000;32.0000;53.0000;0.000000;3.00000;65.7317;53.9000;-1.7;-999;-999;
2005;1;6;8;20.0000;29.0000;48.0000;0.000000;3.00000;65.7317;53.9000;-1.4;-999;-999;
2005;1;6;9;18.0000;29.0000;47.0000;0.000000;3.00000;65.7317;53.9000;-1.8;-999;-999;
2005;1;6;10;20.0000;30.0000;49.0000;0.000000;4.00000;65.7317;53.9000;-1.4;-999;-999;
2005;1;6;11;18.0000;27.0000;45.0000;0.000000;4.00000;65.7317;53.9000;-0.1;-999;-999;
2005;1;6;12;23.0000;9.00000;32.0000;0.000000;26.0000;65.7317;53.9000;2.71;-999;-999;
2005;1;6;13;16.0000;4.00000;20.0000;0.000000;42.0000;65.7317;53.9000;7.51;-999;-999;
2005;1;6;14;13.0000;3.00000;17.0000;0.000000;48.0000;65.7317;53.9000;10.6;-999;-999;
2005;1;6;15;15.0000;3.00000;19.0000;0.000000;50.0000;65.7317;53.9000;12.8;-999;-999;
2005;1;6;16;15.0000;2.00000;18.0000;0.000000;50.0000;65.7317;53.9000;14.1;-999;-999;
2005;1;6;17;18.0000;2.00000;20.0000;0.000000;40.0000;65.7317;53.9000;12.2;-999;-999;
2005;1;6;18;21.0000;2.00000;23.0000;0.000000;24.0000;65.7317;53.9000;9.61;-999;-999;
2005;1;6;19;28.0000;4.00000;32.0000;0.000000;11.0000;65.7317;53.9000;5.71;-999;-999;
2005;1;6;20;24.0000;5.00000;29.0000;0.000000;8.00000;65.7317;53.9000;3.71;-999;-999;
2005;1;6;21;26.0000;8.00000;33.0000;0.000000;6.00000;65.7317;53.9000;2.91;-999;-999;
2005;1;6;22;26.0000;18.0000;43.0000;0.000000;4.00000;65.7317;53.9000;2.51;-999;-999;
2005;1;6;23;26.0000;32.0000;58.0000;0.000000;4.00000;65.7317;53.9000;2.01;-999;-999;
2005;1;6;24;29.0000;31.0000;60.0000;0.000000;4.00000;65.7317;53.9000;1.51;-999;-999;
2005;1;7;1;25.0000;29.0000;54.0000;0.000000;5.00000;104.878;86.0000;1.11;-999;-999;
2005;1;7;2;26.0000;28.0000;53.0000;0.000000;6.00000;104.878;86.0000;0.80;-999;-999;
2005;1;7;3;26.0000;31.0000;58.0000;0.000000;6.00000;104.878;86.0000;0.61;-999;-999;
2005;1;7;4;23.0000;32.0000;55.0000;0.000000;5.00000;104.878;86.0000;0.61;-999;-999;
2005;1;7;5;25.0000;29.0000;54.0000;0.000000;8.00000;104.878;86.0000;0.21;-999;-999;
2005;1;7;6;26.0000;27.0000;53.0000;0.000000;7.00000;104.878;86.0000;-0.3;-999;-999;
2005;1;7;7;28.0000;26.0000;55.0000;0.000000;9.00000;104.878;86.0000;-1.0;-999;-999;
2005;1;7;8;28.0000;27.0000;55.0000;0.000000;12.0000;104.878;86.0000;-1.4;-999;-999;
2005;1;7;9;27.0000;30.0000;57.0000;0.000000;8.00000;104.878;86.0000;-1.8;-999;-999;
2005;1;7;10;30.0000;38.0000;69.0000;0.000000;6.00000;104.878;86.0000;-1.3;-999;-999;
2005;1;7;11;41.0000;36.0000;77.0000;0.000000;8.00000;104.878;86.0000;-0.9;-999;-999;
2005;1;7;12;40.0000;35.0000;75.0000;0.000000;11.0000;104.878;86.0000;0.30;-999;-999;
2005;1;7;13;46.0000;35.0000;81.0000;0.000000;16.0000;104.878;86.0000;3.31;-999;-999;
2005;1;7;14;45.0000;16.0000;60.0000;0.000000;29.0000;104.878;86.0000;7.91;-999;-999;
2005;1;7;15;39.0000;8.00000;47.0000;0.000000;40.0000;104.878;86.0000;11.3;-999;-999;
2005;1;7;16;37.0000;5.00000;41.0000;0.000000;42.0000;104.878;86.0000;12.5;-999;-999;
2005;1;7;17;45.0000;8.00000;53.0000;0.000000;27.0000;104.878;86.0000;11.8;-999;-999;
2005;1;7;18;44.0000;3.00000;48.0000;0.000000;12.0000;104.878;86.0000;8.31;-999;-999;
2005;1;7;19;43.0000;19.0000;62.0000;0.000000;6.00000;104.878;86.0000;3.71;-999;-999;
2005;1;7;20;33.0000;12.0000;45.0000;0.000000;9.00000;104.878;86.0000;2.31;-999;-999;
2005;1;7;21;37.0000;48.0000;84.0000;0.000000;8.00000;104.878;86.0000;2.01;-999;-999;
2005;1;7;22;43.0000;67.0000;109.000;0.000000;5.00000;104.878;86.0000;1.61;-999;-999;
2005;1;7;23;37.0000;60.0000;97.0000;0.000000;5.00000;104.878;86.0000;0.30;-999;-999;
2005;1;7;24;35.0000;54.0000;90.0000;0.000000;6.00000;104.878;86.0000;-0.1;-999;-999;
2005;1;8;1;30.0000;57.0000;87.0000;0.000000;4.00000;54.5122;44.7000;-0.2;-999;-999;
2005;1;8;2;28.0000;55.0000;83.0000;0.000000;4.00000;54.5122;44.7000;-0.1;-999;-999;
2005;1;8;3;32.0000;51.0000;83.0000;0.000000;4.00000;54.5122;44.7000;-0.6;-999;-999;
2005;1;8;4;30.0000;50.0000;79.0000;0.000000;5.00000;54.5122;44.7000;-0.7;-999;-999;
2005;1;8;5;27.0000;48.0000;75.0000;0.000000;5.00000;54.5122;44.7000;-1.3;-999;-999;
2005;1;8;6;27.0000;51.0000;78.0000;0.000000;6.00000;54.5122;44.7000;-1.3;-999;-999;
2005;1;8;7;27.0000;51.0000;78.0000;0.000000;5.00000;54.5122;44.7000;-1.5;-999;-999;
2005;1;8;8;25.0000;49.0000;74.0000;0.000000;3.00000;54.5122;44.7000;-2.0;-999;-999;
2005;1;8;9;26.0000;45.0000;71.0000;0.000000;4.00000;54.5122;44.7000;-2.2;-999;-999;
2005;1;8;10;25.0000;47.0000;71.0000;0.000000;3.00000;54.5122;44.7000;-1.4;-999;-999;
2005;1;8;11;28.0000;37.0000;66.0000;0.000000;6.00000;54.5122;44.7000;-0.4;-999;-999;
2005;1;8;12;26.0000;9.00000;35.0000;1.00000;26.0000;54.5122;44.7000;2.01;-999;-999;
2005;1;8;13;22.0000;6.00000;28.0000;0.000000;35.0000;54.5122;44.7000;5.91;-999;-999;
2005;1;8;14;19.0000;5.00000;23.0000;0.000000;41.0000;54.5122;44.7000;9.61;-999;-999;
2005;1;8;15;18.0000;4.00000;22.0000;0.000000;44.0000;54.5122;44.7000;11.5;-999;-999;
2005;1;8;16;17.0000;3.00000;19.0000;0.000000;45.0000;54.5122;44.7000;12.4;-999;-999;
2005;1;8;17;19.0000;2.00000;21.0000;0.000000;38.0000;54.5122;44.7000;11.6;-999;-999;
2005;1;8;18;19.0000;3.00000;22.0000;0.000000;26.0000;54.5122;44.7000;8.61;-999;-999;
2005;1;8;19;31.0000;11.0000;42.0000;0.000000;8.00000;54.5122;44.7000;4.01;-999;-999;
2005;1;8;20;29.0000;11.0000;40.0000;0.000000;6.00000;54.5122;44.7000;2.51;-999;-999;
2005;1;8;21;24.0000;9.00000;33.0000;0.000000;8.00000;54.5122;44.7000;2.81;-999;-999;
2005;1;8;22;26.0000;34.0000;60.0000;0.000000;7.00000;54.5122;44.7000;1.61;-999;-999;
2005;1;8;23;27.0000;46.0000;73.0000;0.000000;4.00000;54.5122;44.7000;1.81;-999;-999;
2005;1;8;24;27.0000;40.0000;67.0000;0.000000;2.00000;54.5122;44.7000;1.71;-999;-999;
2005;1;9;1;24.0000;32.0000;56.0000;0.000000;4.00000;62.0732;50.9000;1.21;-999;-999;
2005;1;9;2;25.0000;27.0000;52.0000;0.000000;4.00000;62.0732;50.9000;0.71;-999;-999;
2005;1;9;3;23.0000;27.0000;51.0000;0.000000;4.00000;62.0732;50.9000;0.30;-999;-999;
2005;1;9;4;22.0000;28.0000;50.0000;0.000000;3.00000;62.0732;50.9000;0.30;-999;-999;
2005;1;9;5;22.0000;24.0000;45.0000;0.000000;4.00000;62.0732;50.9000;0.21;-999;-999;
2005;1;9;6;20.0000;25.0000;45.0000;0.000000;3.00000;62.0732;50.9000;0.80;-999;-999;
2005;1;9;7;19.0000;26.0000;45.0000;0.000000;4.00000;62.0732;50.9000;1.91;-999;-999;
2005;1;9;8;17.0000;25.0000;42.0000;0.000000;5.00000;62.0732;50.9000;2.41;-999;-999;
2005;1;9;9;17.0000;24.0000;41.0000;0.000000;6.00000;62.0732;50.9000;2.31;-999;-999;
2005;1;9;10;16.0000;26.0000;43.0000;0.000000;6.00000;62.0732;50.9000;2.61;-999;-999;
2005;1;9;11;20.0000;21.0000;41.0000;0.000000;9.00000;62.0732;50.9000;3.71;-999;-999;
2005;1;9;12;16.0000;4.00000;20.0000;0.000000;35.0000;62.0732;50.9000;5.21;-999;-999;
2005;1;9;13;12.0000;3.00000;14.0000;0.000000;42.0000;62.0732;50.9000;6.91;-999;-999;
2005;1;9;14;13.0000;3.00000;16.0000;0.000000;43.0000;62.0732;50.9000;7.41;-999;-999;
2005;1;9;15;14.0000;3.00000;16.0000;0.000000;46.0000;62.0732;50.9000;8.51;-999;-999;
2005;1;9;16;18.0000;3.00000;20.0000;0.000000;47.0000;62.0732;50.9000;8.61;-999;-999;
2005;1;9;17;17.0000;2.00000;19.0000;0.000000;36.0000;62.0732;50.9000;9.11;-999;-999;
2005;1;9;18;14.0000;2.00000;15.0000;0.000000;29.0000;62.0732;50.9000;6.21;-999;-999;
2005;1;9;19;24.0000;5.00000;30.0000;0.000000;14.0000;62.0732;50.9000;3.81;-999;-999;
2005;1;9;20;22.0000;5.00000;27.0000;0.000000;9.00000;62.0732;50.9000;2.91;-999;-999;
2005;1;9;21;24.0000;12.0000;37.0000;0.000000;8.00000;62.0732;50.9000;2.41;-999;-999;
2005;1;9;22;22.0000;8.00000;30.0000;0.000000;6.00000;62.0732;50.9000;2.61;-999;-999;
2005;1;9;23;22.0000;25.0000;47.0000;0.000000;5.00000;62.0732;50.9000;2.51;-999;-999;
2005;1;9;24;23.0000;34.0000;57.0000;0.000000;4.00000;62.0732;50.9000;2.01;-999;-999;
2005;1;10;1;21.0000;33.0000;54.0000;0.000000;5.00000;71.4634;58.6000;1.41;-999;-999;
2005;1;10;2;19.0000;32.0000;51.0000;0.000000;5.00000;71.4634;58.6000;0.91;-999;-999;
2005;1;10;3;20.0000;26.0000;46.0000;0.000000;5.00000;71.4634;58.6000;0.41;-999;-999;
2005;1;10;4;18.0000;24.0000;42.0000;0.000000;7.00000;71.4634;58.6000;0.61;-999;-999;
2005;1;10;5;18.0000;21.0000;39.0000;0.000000;7.00000;71.4634;58.6000;-0.1;-999;-999;
2005;1;10;6;16.0000;22.0000;39.0000;0.000000;7.00000;71.4634;58.6000;-0.2;-999;-999;
2005;1;10;7;16.0000;22.0000;38.0000;0.000000;7.00000;71.4634;58.6000;-0.2;-999;-999;
2005;1;10;8;16.0000;24.0000;40.0000;0.000000;7.00000;71.4634;58.6000;0.41;-999;-999;
2005;1;10;9;17.0000;34.0000;51.0000;0.000000;6.00000;71.4634;58.6000;-0.2;-999;-999;
2005;1;10;10;19.0000;53.0000;71.0000;0.000000;4.00000;71.4634;58.6000;-0.2;-999;-999;
2005;1;10;11;24.0000;78.0000;102.000;0.000000;3.00000;71.4634;58.6000;0.51;-999;-999;
2005;1;10;12;35.0000;29.0000;64.0000;1.00000;17.0000;71.4634;58.6000;2.91;-999;-999;
2005;1;10;13;19.0000;5.00000;24.0000;0.000000;39.0000;71.4634;58.6000;6.51;-999;-999;
2005;1;10;14;15.0000;4.00000;19.0000;0.000000;44.0000;71.4634;58.6000;10.5;-999;-999;
2005;1;10;15;14.0000;3.00000;17.0000;0.000000;49.0000;71.4634;58.6000;12.0;-999;-999;
2005;1;10;16;18.0000;3.00000;21.0000;0.000000;49.0000;71.4634;58.6000;12.6;-999;-999;
2005;1;10;17;22.0000;3.00000;25.0000;0.000000;41.0000;71.4634;58.6000;12.1;-999;-999;
2005;1;10;18;36.0000;4.00000;40.0000;0.000000;15.0000;71.4634;58.6000;9.01;-999;-999;
2005;1;10;19;43.0000;40.0000;83.0000;0.000000;10.0000;71.4634;58.6000;5.01;-999;-999;
2005;1;10;20;37.0000;25.0000;62.0000;0.000000;6.00000;71.4634;58.6000;3.31;-999;-999;
2005;1;10;21;34.0000;43.0000;77.0000;0.000000;5.00000;71.4634;58.6000;1.91;-999;-999;
2005;1;10;22;31.0000;41.0000;72.0000;0.000000;4.00000;71.4634;58.6000;1.41;-999;-999;
2005;1;10;23;29.0000;70.0000;98.0000;0.000000;4.00000;71.4634;58.6000;0.91;-999;-999;
2005;1;10;24;30.0000;78.0000;108.000;0.000000;3.00000;71.4634;58.6000;0.41;-999;-999;
2005;1;11;1;29.0000;66.0000;95.0000;0.000000;3.00000;66.4634;54.5000;0.11;-999;-999;
2005;1;11;2;27.0000;55.0000;83.0000;0.000000;4.00000;66.4634;54.5000;-0.0;-999;-999;
2005;1;11;3;25.0000;48.0000;72.0000;0.000000;3.00000;66.4634;54.5000;-0.1;-999;-999;
2005;1;11;4;25.0000;43.0000;68.0000;0.000000;4.00000;66.4634;54.5000;-0.4;-999;-999;
2005;1;11;5;23.0000;41.0000;64.0000;0.000000;4.00000;66.4634;54.5000;-0.5;-999;-999;
2005;1;11;6;25.0000;43.0000;68.0000;0.000000;6.00000;66.4634;54.5000;-0.4;-999;-999;
2005;1;11;7;23.0000;43.0000;66.0000;0.000000;6.00000;66.4634;54.5000;-0.8;-999;-999;
2005;1;11;8;23.0000;51.0000;73.0000;0.000000;3.00000;66.4634;54.5000;-1.0;-999;-999;
2005;1;11;9;26.0000;59.0000;85.0000;0.000000;3.00000;66.4634;54.5000;-1.0;-999;-999;
2005;1;11;10;30.0000;70.0000;100.000;0.000000;3.00000;66.4634;54.5000;-0.6;-999;-999;
2005;1;11;11;34.0000;73.0000;107.000;0.000000;3.00000;66.4634;54.5000;0.21;-999;-999;
2005;1;11;12;37.0000;49.0000;87.0000;1.00000;7.00000;66.4634;54.5000;2.31;-999;-999;
2005;1;11;13;43.0000;25.0000;68.0000;2.00000;18.0000;66.4634;54.5000;4.41;-999;-999;
